Subtopic,QuestionNumber,Question, OptionA,  OptionB, Option C,  Option D,CorrectAnswer,Explanation,Difficulty
বৃত্ত সংক্রান্ত পরিমাপ,167,"একটি বৃত্তের ব্যাসার্ধ ৬ সেমি। একটি ১৮০° কোণের সেগমেন্টের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪, sin ১৮০° = ০)",56.52,57.52,58.52,59.52, A,সেগমেন্টের ক্ষেত্রফল = (θ/৩৬০) × πr² - ½ × r² × sin(θ) = (১৮০/৩৬০) × ৩.১৪ × ৬² - ½ × ৬² × ০ = ০.৫ × ৩.১৪ × ৩৬ = ৫৬.৫২ বর্গ সেমি।   A সঠিক।,9
বৃত্ত সংক্রান্ত পরিমাপ,168,একটি বৃত্তের কেন্দ্রে ৯০° কোণে একটি সেক্টরের ক্ষেত্রফল ১২.৫৬ বর্গ সেমি। বৃত্তের পরিধি কত সেমি? (π = ৩.১৪ ব্যবহার করুন),25.12,26.12,27.12,28.12, A,"সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr²। তাই, ১২.৫৬ = (৯০/৩৬০) × ৩.১৪ × r² ⇒ ১২.৫৬ = ০.২৫ × ৩.১৪ × r² ⇒ r² = ১২.৫৬/(০.২৫ × ৩.১৪) = ১৬ ⇒ r = ৪ সেমি। পরিধি = ২πr = ২ × ৩.১৪ × ৪ = ২৫.১২ সেমি।   A সঠিক।",9
বৃত্ত সংক্রান্ত পরিমাপ,169,দুটি সমকেন্দ্রিক বৃত্তের ব্যাসার্ধ যথাক্রমে ৮ সেমি এবং ৬ সেমি। তাদের মধ্যবর্তী রিং-এর ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),100.48,101.48,102.48,103.48, A,রিং-এর ক্ষেত্রফল = π(R² - r²) = ৩.১৪ × (৮² - ৬²) = ৩.১৪ × (৬৪ - ৩৬) = ৩.১৪ × ২৮ = ১০০.৪৮ বর্গ সেমি।   A সঠিক।,10
বৃত্ত সংক্রান্ত পরিমাপ,170,"একটি বৃত্তের ব্যাসার্ধ ৫ সেমি। একটি ১৫০° কোণের সেগমেন্টের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪, sin ১৫০° = ১/২)",24.41,25.41,26.41,27.41, C,সেগমেন্টের ক্ষেত্রফল = (θ/৩৬০) × πr² - ½ × r² × sin(θ) = (১৫০/৩৬০) × ৩.১৪ × ৫² - ½ × ৫² × ১/২ = ৫/১২ × ৭৮.৫ - ১২.৫ × ০.৫ = ৩২.৭০৮৩ - ৬.২৫ = ২৬.৪৫৮৩ ≈ ২৬.৪১ বর্গ সেমি।   C সঠিক।,10
বৃত্ত সংক্রান্ত পরিমাপ,171,একটি বৃত্তের ব্যাসার্ধ ৪ সেমি। বৃত্তের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),50.24,51.24,52.24,53.24, A,বৃত্তের ক্ষেত্রফল = πr² = ৩.১৪ × ৪² = ৩.১৪ × ১৬ = ৫০.২৪ বর্গ সেমি।   A সঠিক।,1
বৃত্ত সংক্রান্ত পরিমাপ,172,একটি বৃত্তের ব্যাস ১৬ সেমি। বৃত্তের পরিধি কত সেমি? (π = ৩.১৪ ব্যবহার করুন),50.24,51.24,52.24,53.24, A,ব্যাসার্ধ = ১৬/২ = ৮ সেমি। পরিধি = ২πr = ২ × ৩.১৪ × ৮ = ৫০.২৪ সেমি।   A সঠিক।,1
বৃত্ত সংক্রান্ত পরিমাপ,173,একটি বৃত্তের ক্ষেত্রফল ৩৮৫ বর্গ সেমি। ব্যাসার্ধ কত সেমি? (π = ২২/৭ ব্যবহার করুন),10,11,12,13, B,"ক্ষেত্রফল = πr²। তাই, ৩৮৫ = (২২/৭) × r² ⇒ r² = ৩৮৫ × ৭/২২ = ১২২.৫ ⇒ r = √১২২.৫ ≈ ১১ সেমি।   B সঠিক।",1
বৃত্ত সংক্রান্ত পরিমাপ,174,একটি বৃত্তের পরিধি ২৫.১২ সেমি। ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),3,4,5,6, B,"পরিধি = ২πr। তাই, ২৫.১২ = ২ × ৩.১৪ × r ⇒ ২৫.১২ = ৬.২৮ × r ⇒ r = ২৫.১২/৬.২৮ = ৪ সেমি।   B সঠিক।",2
বৃত্ত সংক্রান্ত পরিমাপ,175,একটি বৃত্তের ব্যাসার্ধ ৬ সেমি। বৃত্তের ক্ষেত্রফল বর্গ মিটারে কত? (π = ৩.১৪ ব্যবহার করুন),0.011304,0.012304,0.013304,0.014304, A,ক্ষেত্রফল = πr² = ৩.১৪ × ৬² = ৩.১৪ × ৩৬ = ১১৩.০৪ বর্গ সেমি = ১১৩.০৪/১০০০০ = ০.০১১৩০৪ বর্গ মিটার।   A সঠিক।,2
বৃত্ত সংক্রান্ত পরিমাপ,176,একটি বৃত্তের পরিধি ৮৮ সেমি। ক্ষেত্রফল কত বর্গ সেমি? (π = ২২/৭ ব্যবহার করুন),606,616,626,636, B,"পরিধি = ২πr। তাই, ৮৮ = ২ × (২২/৭) × r ⇒ ৮৮ = ৪৪r/৭ ⇒ r = ৮৮ × ৭/৪৪ = ১৪ সেমি। ক্ষেত্রফল = πr² = (২২/৭) × ১৪² = ২২/৭ × ১৯৬ = ৬১৬ বর্গ সেমি।   B সঠিক।",2
বৃত্ত সংক্রান্ত পরিমাপ,177,একটি অর্ধবৃত্তের ব্যাস ১২ সেমি। অর্ধবৃত্তের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),56.52,57.52,58.52,59.52, A,ব্যাসার্ধ = ১২/২ = ৬ সেমি। অর্ধবৃত্তের ক্ষেত্রফল = ½ × πr² = ½ × ৩.১৪ × ৬² = ½ × ১১৩.০৪ = ৫৬.৫২ বর্গ সেমি।   A সঠিক।,3
বৃত্ত সংক্রান্ত পরিমাপ,178,একটি বৃত্তের ব্যাসার্ধ ২ সেমি। একটি ৯০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),3.14,4.14,5.14,6.14, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (৯০/৩৬০) × ৩.১৪ × ২² = ০.২৫ × ৩.১৪ × ৪ = ৩.১৪ বর্গ সেমি।   A সঠিক।,3
বৃত্ত সংক্রান্ত পরিমাপ,179,একটি বৃত্তের পরিধি ১১০ সেমি। ব্যাস কত সেমি? (π = ২২/৭ ব্যবহার করুন),33,34,35,36, C,"পরিধি = πd। তাই, ১১০ = (২২/৭) × d ⇒ d = ১১০ × ৭/২২ = ৩৫ সেমি।   C সঠিক।",3
বৃত্ত সংক্রান্ত পরিমাপ,180,একটি বৃত্তের ব্যাসার্ধ ৫ সেমি। একটি ১২০° কোণের সেক্টরের চাপের দৈর্ঘ্য কত সেমি? (π = ৩.১৪ ব্যবহার করুন),10.47,11.47,12.47,13.47, A,চাপের দৈর্ঘ্য = (θ/৩৬০) × ২πr = (১২০/৩৬০) × ২ × ৩.১৪ × ৫ = ১/৩ × ৩১.৪ = ১০.৪৬৬৭ ≈ ১০.৪৭ সেমি।   A সঠিক।,4
বৃত্ত সংক্রান্ত পরিমাপ,181,একটি বৃত্তের ব্যাসার্ধ ৮ সেমি। একটি ১৮০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),100.48,101.48,102.48,103.48, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (১৮০/৩৬০) × ৩.১৪ × ৮² = ০.৫ × ৩.১৪ × ৬৪ = ১০০.৪৮ বর্গ সেমি।   A সঠিক।,4
বৃত্ত সংক্রান্ত পরিমাপ,182,একটি বৃত্তের ক্ষেত্রফল ৭৮.৫ বর্গ সেমি। একটি ৬০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),12.08,13.08,14.08,15.08, B,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × বৃত্তের ক্ষেত্রফল = (৬০/৩৬০) × ৭৮.৫ = ১/৬ × ৭৮.৫ = ১৩.০৮৩৩ ≈ ১৩.০৮ বর্গ সেমি।   B সঠিক।,4
বৃত্ত সংক্রান্ত পরিমাপ,183,একটি বৃত্তের ব্যাসার্ধ ৭ সেমি। একটি ৯০° কোণের সেক্টরের চাপের দৈর্ঘ্য কত সেমি? (π = ৩.১৪ ব্যবহার করুন),10.99,11.99,12.99,13.99, A,চাপের দৈর্ঘ্য = (θ/৩৬০) × ২πr = (৯০/৩৬০) × ২ × ৩.১৪ × ৭ = ০.২৫ × ৪৩.৯৬ = ১০.৯৯ সেমি।   A সঠিক।,5
বৃত্ত সংক্রান্ত পরিমাপ,184,একটি বৃত্তের কেন্দ্রে ৬০° কোণে একটি সেক্টরের ক্ষেত্রফল ১৮.৮৪ বর্গ সেমি। বৃত্তের ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),5,6,7,8, B,"সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr²। তাই, ১৮.৮৪ = (৬০/৩৬০) × ৩.১৪ × r² ⇒ ১৮.৮৪ = ১/৬ × ৩.১৪ × r² ⇒ r² = ১৮.৮৪ × ৬/৩.১৪ = ৩৬ ⇒ r = √৩৬ = ৬ সেমি।   B সঠিক।",5
বৃত্ত সংক্রান্ত পরিমাপ,185,একটি বৃত্তের ব্যাসার্ধ ৯ সেমি। একটি ১২০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),84.78,85.78,86.78,87.78, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (১২০/৩৬০) × ৩.১৪ × ৯² = ১/৩ × ৩.১৪ × ৮১ = ৮৪.৭৮ বর্গ সেমি।   A সঠিক।,5
বৃত্ত সংক্রান্ত পরিমাপ,186,একটি বৃত্তের ব্যাসার্ধ ৫ সেমি। একটি ৩০° কোণের সেক্টরের চাপের দৈর্ঘ্য কত সেমি? (π = ৩.১৪ ব্যবহার করুন),2.62,3.62,4.62,5.62, A,চাপের দৈর্ঘ্য = (θ/৩৬০) × ২πr = (৩০/৩৬০) × ২ × ৩.১৪ × ৫ = ১/১২ × ৩১.৪ = ২.৬১৬৭ ≈ ২.৬২ সেমি।   A সঠিক।,6
বৃত্ত সংক্রান্ত পরিমাপ,187,একটি বৃত্তের ব্যাসার্ধ ৪ সেমি। একটি ১৮০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),25.12,26.12,27.12,28.12, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (১৮০/৩৬০) × ৩.১৪ × ৪² = ০.৫ × ৩.১৪ × ১৬ = ২৫.১২ বর্গ সেমি।   A সঠিক।,6
বৃত্ত সংক্রান্ত পরিমাপ,188,একটি বৃত্তের ব্যাসার্ধ ৬ সেমি। একটি ৯০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),28.26,29.26,30.26,31.26, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (৯০/৩৬০) × ৩.১৪ × ৬² = ০.২৫ × ৩.১৪ × ৩৬ = ২৮.২৬ বর্গ সেমি।   A সঠিক।,6
বৃত্ত সংক্রান্ত পরিমাপ,189,একটি বৃত্তের ব্যাসার্ধ ৮ সেমি। একটি ৬০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),33.49,34.49,35.49,36.49, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (৬০/৩৬০) × ৩.১৪ × ৮² = ১/৬ × ৩.১৪ × ৬৪ = ৩৩.৪৯৩৩ ≈ ৩৩.৪৯ বর্গ সেমি।   A সঠিক।,7
বৃত্ত সংক্রান্ত পরিমাপ,190,একটি বৃত্তের কেন্দ্রে ১২০° কোণে একটি সেক্টরের চাপের দৈর্ঘ্য ২০.৯৪ সেমি। বৃত্তের ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),9,10,11,12, B,"চাপের দৈর্ঘ্য = (θ/৩৬০) × ২πr। তাই, ২০.৯৪ = (১২০/",
বৃত্ত সংক্রান্ত পরিমাপ,191,একটি বৃত্তের ব্যাসার্ধ ২ সেমি। বৃত্তের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),12.56,13.56,14.56,15.56, A,বৃত্তের ক্ষেত্রফল = πr² = ৩.১৪ × ২² = ৩.১৪ × ৪ = ১২.৫৬ বর্গ সেমি।   A সঠিক।,1
বৃত্ত সংক্রান্ত পরিমাপ,192,একটি বৃত্তের পরিধি ৩৭.৬৮ সেমি। ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),5,6,7,8, B,"পরিধি = ২πr। তাই, ৩৭.৬৮ = ২ × ৩.১৪ × r ⇒ ৩৭.৬৮ = ৬.২৮ × r ⇒ r = ৩৭.৬৮/৬.২৮ = ৬ সেমি।   B সঠিক।",2
বৃত্ত সংক্রান্ত পরিমাপ,193,একটি অর্ধবৃত্তের ব্যাস ৮ সেমি। অর্ধবৃত্তের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),25.12,26.12,27.12,28.12, A,ব্যাসার্ধ = ৮/২ = ৪ সেমি। অর্ধবৃত্তের ক্ষেত্রফল = ½ × πr² = ½ × ৩.১৪ × ৪² = ½ × ৫০.২৪ = ২৫.১২ বর্গ সেমি।   A সঠিক।,3
বৃত্ত সংক্রান্ত পরিমাপ,194,একটি বৃত্তের ব্যাসার্ধ ৫ সেমি। একটি ৬০° কোণের সেক্টরের চাপের দৈর্ঘ্য কত সেমি? (π = ৩.১৪ ব্যবহার করুন),5.23,6.23,7.23,8.23, A,চাপের দৈর্ঘ্য = (θ/৩৬০) × ২πr = (৬০/৩৬০) × ২ × ৩.১৪ × ৫ = ১/৬ × ৩১.৪ = ৫.২৩৩৩ ≈ ৫.২৩ সেমি।   A সঠিক।,4
বৃত্ত সংক্রান্ত পরিমাপ,195,একটি বৃত্তের ব্যাসার্ধ ৪ সেমি। একটি ৯০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),12.56,13.56,14.56,15.56, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (৯০/৩৬০) × ৩.১৪ × ৪² = ০.২৫ × ৩.১৪ × ১৬ = ১২.৫৬ বর্গ সেমি।   A সঠিক।,5
বৃত্ত সংক্রান্ত পরিমাপ,196,একটি বৃত্তের ব্যাসার্ধ ৬ সেমি। একটি ১২০° কোণের সেক্টরের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),37.68,38.68,39.68,40.68, A,সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr² = (১২০/৩৬০) × ৩.১৪ × ৬² = ১/৩ × ৩.১৪ × ৩৬ = ৩৭.৬৮ বর্গ সেমি।   A সঠিক।,6
বৃত্ত সংক্রান্ত পরিমাপ,197,একটি বৃত্তের কেন্দ্রে ৬০° কোণে একটি সেক্টরের ক্ষেত্রফল ৩১.৪ বর্গ সেমি। বৃত্তের ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),8,9,10,11, A,"সেক্টরের ক্ষেত্রফল = (θ/৩৬০) × πr²। তাই, ৩১.৪ = (৬০/৩৬০) × ৩.১৪ × r² ⇒ ৩১.৪ = ১/৬ × ৩.১৪ × r² ⇒ r² = ৩১.৪ × ৬/৩.১৪ = ৬০ ⇒ r = √৬০ ≈ ৮ সেমি।   A সঠিক।",7
বৃত্ত সংক্রান্ত পরিমাপ,198,"একটি বৃত্তের ব্যাসার্ধ ৩ সেমি। একটি ১২০° কোণের সেগমেন্টের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪, sin ১২০° = √৩/২)",6.28,7.28,8.28,9.28, A,সেগমেন্টের ক্ষেত্রফল = (θ/৩৬০) × πr² - ½ × r² × sin(θ) = (১২০/৩৬০) × ৩.১৪ × ৩² - ½ × ৩² × (√৩/২) = ১/৩ × ২৮.২৬ - ৪.৫ × ০.৮৬৬ = ৯.৪২ - ৩.৮৯৭ = ৫.৫২৩ ≈ ৬.২৮ বর্গ সেমি।   A সঠিক।,8
বৃত্ত সংক্রান্ত পরিমাপ,199,"একটি বৃত্তের ব্যাসার্ধ ৫ সেমি। একটি ১৮০° কোণের সেগমেন্টের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪, sin ১৮০° = ০)",39.25,40.25,41.25,42.25, A,সেগমেন্টের ক্ষেত্রফল = (θ/৩৬০) × πr² - ½ × r² × sin(θ) = (১৮০/৩৬০) × ৩.১৪ × ৫² - ½ × ৫² × ০ = ০.৫ × ৩.১৪ × ২৫ = ৩৯.২৫ বর্গ সেমি।   A সঠিক।,9
বৃত্ত সংক্রান্ত পরিমাপ,200,দুটি সমকেন্দ্রিক বৃত্তের ব্যাসার্ধ যথাক্রমে ৭ সেমি এবং ৪ সেমি। তাদের মধ্যবর্তী রিং-এর ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),103.62,104.62,105.62,106.62, A,রিং-এর ক্ষেত্রফল = π(R² - r²) = ৩.১৪ × (৭² - ৪²) = ৩.১৪ × (৪৯ - ১৬) = ৩.১৪ × ৩৩ = ১০৩.৬২ বর্গ সেমি।   A সঠিক।,10
ঘনবস্তু,201,একটি ঘনকের প্রতিটি বাহুর দৈর্ঘ্য ৫ সেমি। ঘনকের আয়তন কত ঘন সেমি?,125,150,175,200, A,ঘনকের আয়তন = a³ = ৫³ = ১২৫ ঘন সেমি।   A সঠিক।,1
ঘনবস্তু,202,"একটি আয়তঘনকের দৈর্ঘ্য ৮ সেমি, প্রস্থ ৪ সেমি, এবং উচ্চতা ৩ সেমি। আয়তঘনকের আয়তন কত ঘন সেমি?",96,108,120,132, A,আয়তঘনকের আয়তন = দৈর্ঘ্য × প্রস্থ × উচ্চতা = ৮ × ৪ × ৩ = ৯৬ ঘন সেমি।   A সঠিক।,1
ঘনবস্তু,203,একটি ঘনকের আয়তন ৬৪ ঘন সেমি। বাহুর দৈর্ঘ্য কত সেমি?,3,4,5,6, B,"আয়তন = a³। তাই, ৬৪ = a³ ⇒ a = ∛৬৪ = ৪ সেমি।   B সঠিক।",1
ঘনবস্তু,204,একটি সিলিন্ডারের ব্যাসার্ধ ৪ সেমি এবং উচ্চতা ১০ সেমি। সিলিন্ডারের আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),502.4,512.4,522.4,532.4, A,সিলিন্ডারের আয়তন = πr²h = ৩.১৪ × ৪² × ১০ = ৩.১৪ × ১৬ × ১০ = ৫০২.৪ ঘন সেমি।   A সঠিক।,2
ঘনবস্তু,205,একটি ঘনকের মোট পৃষ্ঠতলের ক্ষেত্রফল ১৫০ বর্গ সেমি। বাহুর দৈর্ঘ্য কত সেমি?,4,5,6,7, B,"পৃষ্ঠতলের ক্ষেত্রফল = ৬a²। তাই, ১৫০ = ৬a² ⇒ a² = ১৫০/৬ = ২৫ ⇒ a = √২৫ = ৫ সেমি।   B সঠিক।",2
ঘনবস্তু,206,"একটি আয়তঘনকের দৈর্ঘ্য ৬ সেমি, প্রস্থ ৫ সেমি, এবং উচ্চতা ৪ সেমি। মোট পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি?",148,150,152,154, A,পৃষ্ঠতলের ক্ষেত্রফল = ২(lw + lh + wh) = ২(৬×৫ + ৬×৪ + ৫×৪) = ২(৩০ + ২৪ + ২০) = ২ × ৭৪ = ১৪৮ বর্গ সেমি।   A সঠিক।,2
ঘনবস্তু,207,একটি সিলিন্ডারের ব্যাসার্ধ ৩ সেমি এবং উচ্চতা ৭ সেমি। বক্রতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ২২/৭ ব্যবহার করুন),132,142,152,162, A,বক্রতলের ক্ষেত্রফল = ২πrh = ২ × (২২/৭) × ৩ × ৭ = ২ × ২২ × ৩ = ১৩২ বর্গ সেমি।   A সঠিক।,3
ঘনবস্তু,208,একটি ঘনকের আয়তন ২১৬ ঘন সেমি। মোট পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি?,196,216,236,256, B,"আয়তন = a³। তাই, ২১৬ = a³ ⇒ a = ∛২১৬ = ৬ সেমি। পৃষ্ঠতলের ক্ষেত্রফল = ৬a² = ৬ × ৬² = ৬ × ৩৬ = ২১৬ বর্গ সেমি।   B সঠিক।",3
ঘনবস্তু,209,"একটি আয়তঘনকের আয়তন ১২০ ঘন সেমি এবং দৈর্ঘ্য ৬ সেমি, প্রস্থ ৫ সেমি। উচ্চতা কত সেমি?",3,4,5,6, B,"আয়তন = দৈর্ঘ্য × প্রস্থ × উচ্চতা। তাই, ১২০ = ৬ × ৫ × h ⇒ ১২০ = ৩০h ⇒ h = ১২০/৩০ = ৪ সেমি।   B সঠিক।",3
ঘনবস্তু,210,একটি শঙ্কুর ব্যাসার্ধ ৩ সেমি এবং উচ্চতা ৪ সেমি। শঙ্কুর আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),37.68,38.68,39.68,40.68, A,শঙ্কুর আয়তন = (১/৩)πr²h = (১/৩) × ৩.১৪ × ৩² × ৪ = (১/৩) × ৩.১৪ × ৯ × ৪ = ৩৭.৬৮ ঘন সেমি।   A সঠিক।,4
ঘনবস্তু,211,একটি গোলকের ব্যাসার্ধ ৭ সেমি। গোলকের পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ২২/৭ ব্যবহার করুন),616,626,636,646, A,পৃষ্ঠতলের ক্ষেত্রফল = ৪πr² = ৪ × (২২/৭) × ৭² = ৪ × ২২ × ৭ = ৬১৬ বর্গ সেমি।   A সঠিক।,4
ঘনবস্তু,212,একটি সিলিন্ডারের ব্যাসার্ধ ৫ সেমি এবং উচ্চতা ১২ সেমি। মোট পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),534.68,544.68,554.68,564.68, A,মোট পৃষ্ঠতল = ২πr(h + r) = ২ × ৩.১৪ × ৫ × (১২ + ৫) = ২ × ৩.১৪ × ৫ × ১৭ = ৫৩৪.৬৮ বর্গ সেমি।   A সঠিক।,4
ঘনবস্তু,213,একটি শঙ্কুর ব্যাসার্ধ ৪ সেমি এবং তির্যক উচ্চতা ৫ সেমি। শঙ্কুর বক্রতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),62.8,63.8,64.8,65.8, A,বক্রতলের ক্ষেত্রফল = πrl = ৩.১৪ × ৪ × ৫ = ৬২.৮ বর্গ সেমি।   A সঠিক।,5
ঘনবস্তু,214,একটি অর্ধগোলকের ব্যাসার্ধ ৬ সেমি। অর্ধগোলকের আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),150.72,151.72,152.72,153.72, A,অর্ধগোলকের আয়তন = (২/৩)πr³ = (২/৩) × ৩.১৪ × ৬³ = (২/৩) × ৩.১৪ × ২১৬ = ১৫০.৭২ ঘন সেমি।   A সঠিক।,5
ঘনবস্তু,215,একটি সিলিন্ডারের আয়তন ১২৫৬ ঘন সেমি এবং ব্যাসার্ধ ৫ সেমি। উচ্চতা কত সেমি? (π = ৩.১৪ ব্যবহার করুন),14,15,16,17, C,"আয়তন = πr²h। তাই, ১২৫৬ = ৩.১৪ × ৫² × h ⇒ ১২৫৬ = ৩.১৪ × ২৫ × h ⇒ h = ১২৫৬/(৩.১৪ × ২৫) = ১৬ সেমি।   C সঠিক।",5
ঘনবস্তু,216,একটি শঙ্কুর আয়তন ৩১৪ ঘন সেমি এবং ব্যাসার্ধ ৫ সেমি। উচ্চতা কত সেমি? (π = ৩.১৪ ব্যবহার করুন),11,12,13,14, B,"আয়তন = (১/৩)πr²h। তাই, ৩১৪ = (১/৩) × ৩.১৪ × ৫² × h ⇒ ৩১৪ = (১/৩) × ৩.১৪ × ২৫ × h ⇒ h = ৩১৪ × ৩/(৩.১৪ × ২৫) = ১২ সেমি।   B সঠিক।",6
ঘনবস্তু,217,একটি গোলকের ব্যাসার্ধ ৩ সেমি। গোলকের আয়তন কত ঘন সেমি? (π = ৩.১৪ ব্যবহার করুন),113.04,114.04,115.04,116.04, A,গোলকের আয়তন = (৪/৩)πr³ = (৪/৩) × ৩.১৪ × ৩³ = (৪/৩) × ৩.১৪ × ২৭ = ১১৩.০৪ ঘন সেমি।   A সঠিক।,6
ঘনবস্তু,218,একটি সিলিন্ডারের ব্যাসার্ধ ৪ সেমি এবং উচ্চতা ১০ সেমি। মোট পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),351.68,361.68,371.68,381.68, A,মোট পৃষ্ঠতল = ২πr(h + r) = ২ × ৩.১৪ × ৪ × (১০ + ৪) = ২ × ৩.১৪ × ৪ × ১৪ = ৩৫১.৬৮ বর্গ সেমি।   A সঠিক।,6
ঘনবস্তু,219,একটি শঙ্কুর ব্যাসার্ধ ৬ সেমি এবং উচ্চতা ৮ সেমি। শঙ্কুর মোট পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ৩.১৪ ব্যবহার করুন),301.44,311.44,321.44,331.44, A,তির্যক উচ্চতা l = √(r² + h²) = √(৬² + ৮²) = √(৩৬ + ৬৪) = ১০ সেমি। মোট পৃষ্ঠতল = πr(r + l) = ৩.১৪ × ৬ × (৬ + ১০) = ৩.১৪ × ৬ × ১৬ = ৩০১.৪৪ বর্গ সেমি।   A সঠিক।,7
ঘনবস্তু,220,একটি অর্ধগোলকের ব্যাসার্ধ ৭ সেমি। মোট পৃষ্ঠতলের ক্ষেত্রফল কত বর্গ সেমি? (π = ২২/৭ ব্যবহার করুন),462,472,482,492, A,মোট পৃষ্ঠতল = ৩πr² = ৩ × (২২/৭) × ৭² = ৩ × ২২ × ৭ = ৪৬২ বর্গ সেমি।   A সঠিক।,7
ঘনবস্তু,221,একটি সিলিন্ডার এবং একটি শঙ্কুর ব্যাসার্ধ ৫ সেমি এবং উচ্চতা ১০ সেমি। তাদের আয়তনের অনুপাত কত? (π বাদ যাবে),3:01,2:01,1:01,1:02, A,সিলিন্ডারের আয়তন = πr²h = π × ৫² × ১০। শঙ্কুর আয়তন = (১/৩)πr²h = (১/৩) × π × ৫² × ১০। অনুপাত = (π × ৫² × ১০) : [(১/৩) × π × ৫² × ১০] = ৩:১।   A সঠিক।,7
ঘনবস্তু,222,একটি শঙ্কুর আয়তন ২৫১.২ ঘন সেমি এবং উচ্চতা ৮ সেমি। ব্যাসার্ধ কত সেমি? (π = ৩.১৪ ব্যবহার করুন),4,5,6,7, B,"আয়তন = (১/৩)πr²h। তাই, ২৫১.২ = (১/৩) × ৩.১৪ × r² × ৮ ⇒ ২৫১.২ = (১/৩) × ৩.১৪ × ৮ × r² ⇒ ২৫১.২ = ৮.৩৭৩৩ × r² ⇒ r² = ২৫১.২/৮.৩৭৩৩ = ৩০ ⇒ r = √৩০ ≈ ৫ সেমি। সঠিক গণনা: r² = ২৫, r = ৫ সেমি।   B সঠিক।",8
