Subtopic,Question Number,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation,Difficulty Level
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,229,9x + 4y - 36 = 0 সমীকরণের ঢাল কত?,9/4,-9/4,4/9,-4/9,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: 4y = -9x + 36 → y = (-9/4)x + 9, ঢাল = -9/4",9
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,230,y = -5x + 10 সমীকরণের ঢাল কত?,5,-5,2,-2,B,রেখার সমীকরণ y = mx + c হলে ঢাল m = -5,9
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,231,"(-5, 3) এবং (5, -7) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,-1,2,-2,B,ঢাল m = (-7 - 3)/(5 - (-5)) = -10/10 = -1,9
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,232,7x - 5y + 25 = 0 সমীকরণের ঢাল কত?,7/5,-7/5,5/7,-5/7,A,"সমীকরণকে y = mx + c আকারে রূপান্তর: 5y = 7x + 25 → y = (7/5)x + 5, ঢাল = 7/5",9
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,233,"(2, 9) এবং (-4, -3) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,3,4,5,A,ঢাল m = (-3 - 9)/(-4 - 2) = -12/-6 = 2,9
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,234,"(6, -5) এবং (-2, 11) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",2,-2,3,-3,B,ঢাল m = (11 - (-5))/(-2 - 6) = 16/-8 = -2,10
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,235,10x + 3y - 30 = 0 সমীকরণের ঢাল কত?,10/3,-10/3,3/10,-3/10,B,"সমীকরণকে y = mx + c আকারে রূপান্তর: 3y = -10x + 30 → y = (-10/3)x + 10, ঢাল = -10/3",10
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,236,y = 7x - 12 সমীকরণের ঢাল কত?,7,-7,3,-3,A,রেখার সমীকরণ y = mx + c হলে ঢাল m = 7,10
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,237,"(-6, 4) এবং (4, -6) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,-1,2,-2,B,ঢাল m = (-6 - 4)/(4 - (-6)) = -10/10 = -1,10
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,238,8x - 6y + 48 = 0 সমীকরণের ঢাল কত?,4/3,-4/3,3/4,-3/4,A,"সমীকরণকে y = mx + c আকারে রূপান্তর: 6y = 8x + 48 → y = (8/6)x + 8 → y = (4/3)x + 8, ঢাল = 4/3",10
সরলরেখার ঢাল বা গ্রেডিয়েন্ট,239,"(5, 8) এবং (-5, -2) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার ঢাল কত?",1,2,3,4,A,ঢাল m = (-2 - 8)/(-5 - 5) = -10/-10 = 1,10
সরলরেখার সমীকরণ,240,"(2, 3) বিন্দু দিয়ে গমনকারী এবং ঢাল 2 হলে রেখার সমীকরণ কী?",y = 2x - 1,y = 2x + 1,y = 2x - 3,y = 2x + 3,A,ঢাল-বিন্দু সূত্র: y - y₁ = m(x - x₁) → y - 3 = 2(x - 2) → y = 2x - 1,1
সরলরেখার সমীকরণ,241,"(1, 4) বিন্দু দিয়ে এবং ঢাল -1 হলে রেখার সমীকরণ কী?",y = -x + 5,y = -x + 3,y = -x + 4,y = -x + 6,A,ঢাল-বিন্দু সূত্র: y - 4 = -1(x - 1) → y = -x + 5,1
সরলরেখার সমীকরণ,242,"x-অক্ষের সমান্তরাল এবং (0, 5) দিয়ে গমনকারী রেখার সমীকরণ কী?",y = 5,x = 5,y = 0,x = 0,A,"x-অক্ষের সমান্তরাল রেখার সমীকরণ y = k, যেখানে k = 5",1
সরলরেখার সমীকরণ,243,"y-অক্ষের সমান্তরাল এবং (3, 0) দিয়ে গমনকারী রেখার সমীকরণ কী?",x = 3,y = 3,x = 0,y = 0,A,"y-অক্ষের সমান্তরাল রেখার সমীকরণ x = k, যেখানে k = 3",1
সরলরেখার সমীকরণ,244,"(0, 2) বিন্দু দিয়ে এবং ঢাল 3 হলে রেখার সমীকরণ কী?",y = 3x + 2,y = 3x - 2,y = 2x + 3,y = 2x - 3,A,ঢাল-বিন্দু সূত্র: y - 2 = 3(x - 0) → y = 3x + 2,1
সরলরেখার সমীকরণ,245,"(4, -1) বিন্দু দিয়ে এবং ঢাল 0 হলে রেখার সমীকরণ কী?",y = -1,x = 4,y = 4,x = -1,A,"ঢাল 0 হলে রেখা x-অক্ষের সমান্তরাল, সমীকরণ y = -1",1
সরলরেখার সমীকরণ,246,"(1, 2) এবং (3, 6) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = 2x,y = 2x + 1,y = 2x - 1,y = x + 2,A,"ঢাল m = (6 - 2)/(3 - 1) = 2, সমীকরণ: y - 2 = 2(x - 1) → y = 2x",2
সরলরেখার সমীকরণ,247,"(0, 0) এবং (4, 8) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = 2x,y = x + 2,y = 2x + 2,y = x - 2,A,"ঢাল m = (8 - 0)/(4 - 0) = 2, সমীকরণ: y = 2x",2
সরলরেখার সমীকরণ,248,"(-2, 3) বিন্দু দিয়ে এবং ঢাল -2 হলে রেখার সমীকরণ কী?",y = -2x - 1,y = -2x + 1,y = -2x - 3,y = -2x + 3,B,ঢাল-বিন্দু সূত্র: y - 3 = -2(x - (-2)) → y = -2x + 1,2
সরলরেখার সমীকরণ,249,"(3, 5) এবং (5, 1) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -2x + 11,y = -2x + 9,y = -x + 8,y = -x + 6,A,"ঢাল m = (1 - 5)/(5 - 3) = -2, সমীকরণ: y - 5 = -2(x - 3) → y = -2x + 11",2
সরলরেখার সমীকরণ,250,"(0, -3) বিন্দু দিয়ে এবং ঢাল 1/2 হলে রেখার সমীকরণ কী?",y = (1/2)x - 3,y = (1/2)x + 3,y = 2x - 3,y = 2x + 3,A,ঢাল-বিন্দু সূত্র: y - (-3) = (1/2)(x - 0) → y = (1/2)x - 3,2
সরলরেখার সমীকরণ,251,"(-1, 4) এবং (2, -2) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -2x + 2,y = -2x - 2,y = 2x + 2,y = 2x - 2,A,"ঢাল m = (-2 - 4)/(2 - (-1)) = -2, সমীকরণ: y - 4 = -2(x - (-1)) → y = -2x + 2",2
সরলরেখার সমীকরণ,252,"(2, -1) বিন্দু দিয়ে এবং ঢাল 3 হলে রেখার সমীকরণ কী?",y = 3x - 7,y = 3x + 7,y = 3x - 1,y = 3x + 1,A,ঢাল-বিন্দু সূত্র: y - (-1) = 3(x - 2) → y = 3x - 7,3
সরলরেখার সমীকরণ,253,"(3, 0) এবং (-1, 4) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x + 3,y = -x - 3,y = x + 3,y = x - 3,A,"ঢাল m = (4 - 0)/(-1 - 3) = -1, সমীকরণ: y - 0 = -1(x - 3) → y = -x + 3",3
সরলরেখার সমীকরণ,254,"(0, 5) বিন্দু দিয়ে এবং ঢাল -3 হলে রেখার সমীকরণ কী?",y = -3x + 5,y = -3x - 5,y = 3x + 5,y = 3x - 5,A,ঢাল-বিন্দু সূত্র: y - 5 = -3(x - 0) → y = -3x + 5,3
সরলরেখার সমীকরণ,255,"(4, 2) এবং (1, 5) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x + 6,y = -x + 4,y = x + 6,y = x + 4,A,"ঢাল m = (5 - 2)/(1 - 4) = -1, সমীকরণ: y - 2 = -1(x - 4) → y = -x + 6",3
সরলরেখার সমীকরণ,256,"(-2, -3) বিন্দু দিয়ে এবং ঢাল 1/3 হলে রেখার সমীকরণ কী?",y = (1/3)x - 7/3,y = (1/3)x + 7/3,y = (1/3)x - 1,y = (1/3)x + 1,A,ঢাল-বিন্দু সূত্র: y - (-3) = (1/3)(x - (-2)) → y = (1/3)x - 7/3,3
সরলরেখার সমীকরণ,257,"(5, -2) এবং (-1, 4) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x + 3,y = -x - 3,y = x + 3,y = x - 3,A,"ঢাল m = (4 - (-2))/(-1 - 5) = -1, সমীকরণ: y - (-2) = -1(x - 5) → y = -x + 3",3
সরলরেখার সমীকরণ,258,"(3, 1) বিন্দু দিয়ে এবং ঢাল -1/2 হলে রেখার সমীকরণ কী?",y = (-1/2)x + 5/2,y = (-1/2)x - 5/2,y = (-1/2)x + 1,y = (-1/2)x - 1,A,ঢাল-বিন্দু সূত্র: y - 1 = (-1/2)(x - 3) → y = (-1/2)x + 5/2,4
সরলরেখার সমীকরণ,259,"(0, -4) এবং (4, 0) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = x - 4,y = x + 4,y = -x + 4,y = -x - 4,A,"ঢাল m = (0 - (-4))/(4 - 0) = 1, সমীকরণ: y - (-4) = 1(x - 0) → y = x - 4",4
সরলরেখার সমীকরণ,260,"(-3, 2) এবং (1, -2) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x - 1,y = -x + 1,y = x - 1,y = x + 1,A,"ঢাল m = (-2 - 2)/(1 - (-3)) = -1, সমীকরণ: y - 2 = -1(x - (-3)) → y = -x - 1",4
সরলরেখার সমীকরণ,261,"(2, 4) বিন্দু দিয়ে এবং ঢাল 5 হলে রেখার সমীকরণ কী?",y = 5x + 4,y = 5x + 6,y = 5x - 4,y = 5x - 6,D,ঢাল-বিন্দু সূত্র: y - 4 = 5(x - 2) → y = 5x - 6,4
সরলরেখার সমীকরণ,262,"(5, 3) এবং (-1, -3) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x - 2,y = x + 2,y = -x + 2,y = x - 2,D,"ঢাল m = (-3 - 3)/(-1 - 5) = 1, সমীকরণ: y - 3 = 1(x - 5) → y = x - 2",4
সরলরেখার সমীকরণ,263,"(-4, 0) বিন্দু দিয়ে এবং ঢাল 2/3 হলে রেখার সমীকরণ কী?",y = (2/3)x - 4,y = (2/3)x - 8/3,y = (2/3)x + 4,y = (2/3)x + 8/3,D,ঢাল-বিন্দু সূত্র: y - 0 = (2/3)(x - (-4)) → y = (2/3)x + 8/3,4
সরলরেখার সমীকরণ,264,"(4, -5) এবং (-2, 7) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = 2x + 1,y = -2x + 1,y = 2x - 1,y = -2x - 1,D,"ঢাল m = (7 - (-5))/(-2 - 4) = -2, সমীকরণ: y - (-5) = -2(x - 4) → y = -2x - 1",5
সরলরেখার সমীকরণ,265,"(0, 6) বিন্দু দিয়ে এবং ঢাল -4 হলে রেখার সমীকরণ কী?",y = 4x - 6,y = -4x - 6,y = 4x + 6,y = -4x + 6,D,ঢাল-বিন্দু সূত্র: y - 6 = -4(x - 0) → y = -4x + 6,5
সরলরেখার সমীকরণ,266,"(-1, 5) এবং (3, -3) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = 2x - 3,y = -2x - 3,y = 2x + 3,y = -2x + 3,D,"ঢাল m = (-3 - 5)/(3 - (-1)) = -2, সমীকরণ: y - 5 = -2(x - (-1)) → y = -2x + 3",5
সরলরেখার সমীকরণ,267,"(6, 2) বিন্দু দিয়ে এবং ঢাল 1/4 হলে রেখার সমীকরণ কী?",y = (1/4)x - 1,y = (1/4)x - 1/2,y = (1/4)x + 1,y = (1/4)x + 1/2,D,ঢাল-বিন্দু সূত্র: y - 2 = (1/4)(x - 6) → y = (1/4)x + 1/2,5
সরলরেখার সমীকরণ,268,"(2, -3) এবং (-4, 3) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = x + 1,y = -x + 1,y = x - 1,y = -x - 1,D,"ঢাল m = (3 - (-3))/(-4 - 2) = -1, সমীকরণ: y - (-3) = -1(x - 2) → y = -x - 1",5
সরলরেখার সমীকরণ,269,"(-5, 1) বিন্দু দিয়ে এবং ঢাল -3/2 হলে রেখার সমীকরণ কী?",y = (-3/2)x + 1,y = (-3/2)x + 13/2,y = (-3/2)x - 1,y = (-3/2)x - 13/2,D,ঢাল-বিন্দু সূত্র: y - 1 = (-3/2)(x - (-5)) → y = (-3/2)x - 13/2,5
সরলরেখার সমীকরণ,270,"(3, 4) এবং (-3, -2) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x - 1,y = x - 1,y = -x + 1,y = x + 1,D,"ঢাল m = (-2 - 4)/(-3 - 3) = 1, সমীকরণ: y - 4 = 1(x - 3) → y = x + 1",6
সরলরেখার সমীকরণ,271,"(0, -2) বিন্দু দিয়ে এবং ঢাল 5/3 হলে রেখার সমীকরণ কী?",y = (5/3)x - 2,y = (5/3)x + 2,y = (5/3)x - 5,y = (5/3)x + 5,A,ঢাল-বিন্দু সূত্র: y - (-2) = (5/3)(x - 0) → y = (5/3)x - 2,6
সরলরেখার সমীকরণ,272,"(-4, 5) এবং (2, -1) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x + 1,y = -x - 1,y = x + 1,y = x - 1,A,"ঢাল m = (-1 - 5)/(2 - (-4)) = -1, সমীকরণ: y - 5 = -1(x - (-4)) → y = -x + 1",6
সরলরেখার সমীকরণ,273,"(7, 0) বিন্দু দিয়ে এবং ঢাল -2 হলে রেখার সমীকরণ কী?",y = -2x + 14,y = -2x - 14,y = 2x + 14,y = 2x - 14,A,ঢাল-বিন্দু সূত্র: y - 0 = -2(x - 7) → y = -2x + 14,6
সরলরেখার সমীকরণ,274,"(1, 6) এবং (-5, -6) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = 2x + 4,y = 2x - 4,y = -2x + 4,y = -2x - 4,A,"ঢাল m = (-6 - 6)/(-5 - 1) = 2, সমীকরণ: y - 6 = 2(x - 1) → y = 2x + 4",6
সরলরেখার সমীকরণ,275,"(-2, 4) বিন্দু দিয়ে এবং ঢাল 3/4 হলে রেখার সমীকরণ কী?",y = (3/4)x + 11/2,y = (3/4)x - 11/2,y = (3/4)x + 1,y = (3/4)x - 1,A,ঢাল-বিন্দু সূত্র: y - 4 = (3/4)(x - (-2)) → y = (3/4)x + 11/2,6
সরলরেখার সমীকরণ,276,"(4, -3) এবং (-2, 9) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -2x + 5,y = -2x - 5,y = 2x + 5,y = 2x - 5,A,"ঢাল m = (9 - (-3))/(-2 - 4) = -2, সমীকরণ: y - (-3) = -2(x - 4) → y = -2x + 5",7
সরলরেখার সমীকরণ,277,"(0, 7) বিন্দু দিয়ে এবং ঢাল -5/2 হলে রেখার সমীকরণ কী?",y = (-5/2)x + 7,y = (-5/2)x - 7,y = (5/2)x + 7,y = (5/2)x - 7,A,ঢাল-বিন্দু সূত্র: y - 7 = (-5/2)(x - 0) → y = (-5/2)x + 7,7
সরলরেখার সমীকরণ,278,"(-3, -4) এবং (3, 8) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = 2x + 2,y = 2x - 2,y = -2x + 2,y = -2x - 2,A,"ঢাল m = (8 - (-4))/(3 - (-3)) = 2, সমীকরণ: y - (-4) = 2(x - (-3)) → y = 2x + 2",7
সরলরেখার সমীকরণ,279,"(5, 2) বিন্দু দিয়ে এবং ঢাল 4/3 হলে রেখার সমীকরণ কী?",y = (4/3)x - 14/3,y = (4/3)x + 14/3,y = (4/3)x - 2,y = (4/3)x + 2,A,ঢাল-বিন্দু সূত্র: y - 2 = (4/3)(x - 5) → y = (4/3)x - 14/3,7
সরলরেখার সমীকরণ,280,"(6, -1) এবং (-2, 7) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x + 5,y = -x - 5,y = x + 5,y = x - 5,A,"ঢাল m = (7 - (-1))/(-2 - 6) = -1, সমীকরণ: y - (-1) = -1(x - 6) → y = -x + 5",7
সরলরেখার সমীকরণ,281,"(-1, 8) বিন্দু দিয়ে এবং ঢাল -7/4 হলে রেখার সমীকরণ কী?",y = (-7/4)x + 25/4,y = (-7/4)x - 25/4,y = (-7/4)x + 1,y = (-7/4)x - 1,A,ঢাল-বিন্দু সূত্র: y - 8 = (-7/4)(x - (-1)) → y = (-7/4)x + 25/4,7
সরলরেখার সমীকরণ,282,"(7, 4) এবং (-1, -4) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = x - 3,y = x + 3,y = -x + 3,y = -x - 3,A,"ঢাল m = (-4 - 4)/(-1 - 7) = 1, সমীকরণ: y - 4 = 1(x - 7) → y = x - 3",8
সরলরেখার সমীকরণ,283,"(0, -5) বিন্দু দিয়ে এবং ঢাল 3/5 হলে রেখার সমীকরণ কী?",y = (3/5)x - 5,y = (3/5)x + 5,y = (3/5)x - 3,y = (3/5)x + 3,A,ঢাল-বিন্দু সূত্র: y - (-5) = (3/5)(x - 0) → y = (3/5)x - 5,8
সরলরেখার সমীকরণ,284,"(-4, -3) এবং (4, 5) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = x + 1,y = x - 1,y = -x + 1,y = -x - 1,A,"ঢাল m = (5 - (-3))/(4 - (-4)) = 1, সমীকরণ: y - (-3) = 1(x - (-4)) → y = x + 1",8
সরলরেখার সমীকরণ,285,"(8, 0) বিন্দু দিয়ে এবং ঢাল -5/3 হলে রেখার সমীকরণ কী?",y = (-5/3)x - 5,y = (-5/3)x - 40/3,y = (-5/3)x + 5,y = (-5/3)x + 40/3,D,ঢাল-বিন্দু সূত্র: y - 0 = (-5/3)(x - 8) → y = (-5/3)x + 40/3,8
সরলরেখার সমীকরণ,286,"(5, -6) এবং (-3, 2) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = x + 1,y = -x + 1,y = x - 1,y = -x - 1,D,"ঢাল m = (2 - (-6))/(-3 - 5) = -1, সমীকরণ: y - (-6) = -1(x - 5) → y = -x - 1",8
সরলরেখার সমীকরণ,287,"(-2, 6) বিন্দু দিয়ে এবং ঢাল 7/5 হলে রেখার সমীকরণ কী?",y = (7/5)x - 2,y = (7/5)x - 44/5,y = (7/5)x + 2,y = (7/5)x + 44/5,D,ঢাল-বিন্দু সূত্র: y - 6 = (7/5)(x - (-2)) → y = (7/5)x + 44/5,8
সরলরেখার সমীকরণ,288,"(6, 5) এবং (-2, -3) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x - 1,y = x + 1,y = -x + 1,y = x - 1,D,"ঢাল m = (-3 - 5)/(-2 - 6) = 1, সমীকরণ: y - 5 = 1(x - 6) → y = x - 1",9
সরলরেখার সমীকরণ,289,"(0, 8) বিন্দু দিয়ে এবং ঢাল -4/3 হলে রেখার সমীকরণ কী?",y = (4/3)x - 8,y = (-4/3)x - 8,y = (4/3)x + 8,y = (-4/3)x + 8,D,ঢাল-বিন্দু সূত্র: y - 8 = (-4/3)(x - 0) → y = (-4/3)x + 8,9
সরলরেখার সমীকরণ,290,"(-5, 4) এবং (5, -6) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = x + 1,y = -x + 1,y = x - 1,y = -x - 1,D,"ঢাল m = (-6 - 4)/(5 - (-5)) = -1, সমীকরণ: y - 4 = -1(x - (-5)) → y = -x - 1",9
সরলরেখার সমীকরণ,291,"(9, 2) বিন্দু দিয়ে এবং ঢাল 2/5 হলে রেখার সমীকরণ কী?",y = (2/5)x + 2,y = (2/5)x + 8/5,y = (2/5)x - 2,y = (2/5)x - 8/5,D,ঢাল-বিন্দু সূত্র: y - 2 = (2/5)(x - 9) → y = (2/5)x - 8/5,9
সরলরেখার সমীকরণ,292,"(7, -2) এবং (-1, 6) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = x - 5,y = -x - 5,y = x + 5,y = -x + 5,D,"ঢাল m = (6 - (-2))/(-1 - 7) = -1, সমীকরণ: y - (-2) = -1(x - 7) → y = -x + 5",9
সরলরেখার সমীকরণ,293,"(-3, 7) বিন্দু দিয়ে এবং ঢাল -3/7 হলে রেখার সমীকরণ কী?",y = (-3/7)x - 1,y = (-3/7)x - 40/7,y = (-3/7)x + 1,y = (-3/7)x + 40/7,D,ঢাল-বিন্দু সূত্র: y - 7 = (-3/7)(x - (-3)) → y = (-3/7)x + 40/7,9
সরলরেখার সমীকরণ,294,"(8, -4) এবং (-4, 8) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = x - 4,y = -x - 4,y = x + 4,y = -x + 4,D,"ঢাল m = (8 - (-4))/(-4 - 8) = -1, সমীকরণ: y - (-4) = -1(x - 8) → y = -x + 4",10
সরলরেখার সমীকরণ,295,"(0, 9) বিন্দু দিয়ে এবং ঢাল -5/4 হলে রেখার সমীকরণ কী?",y = (5/4)x - 9,y = (-5/4)x - 9,y = (5/4)x + 9,y = (-5/4)x + 9,D,ঢাল-বিন্দু সূত্র: y - 9 = (-5/4)(x - 0) → y = (-5/4)x + 9,10
সরলরেখার সমীকরণ,296,"(-6, 3) এবং (6, -9) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x - 3,y = -x + 3,y = x - 3,y = x + 3,A,"ঢাল m = (-9 - 3)/(6 - (-6)) = -1, সমীকরণ: y - 3 = -1(x - (-6)) → y = -x - 3",10
সরলরেখার সমীকরণ,297,"(10, 1) বিন্দু দিয়ে এবং ঢাল 3/8 হলে রেখার সমীকরণ কী?",y = (3/8)x - 11/4,y = (3/8)x + 11/4,y = (3/8)x - 1,y = (3/8)x + 1,A,ঢাল-বিন্দু সূত্র: y - 1 = (3/8)(x - 10) → y = (3/8)x - 11/4,10
সরলরেখার সমীকরণ,298,"(9, -5) এবং (-3, 7) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x + 4,y = -x - 4,y = x + 4,y = x - 4,A,"ঢাল m = (7 - (-5))/(-3 - 9) = -1, সমীকরণ: y - (-5) = -1(x - 9) → y = -x + 4",10
সরলরেখার সমীকরণ,299,"(-4, 8) বিন্দু দিয়ে এবং ঢাল -7/3 হলে রেখার সমীকরণ কী?",y = (-7/3)x - 4/3,y = (-7/3)x + 4/3,y = (-7/3)x - 1,y = (-7/3)x + 1,A,ঢাল-বিন্দু সূত্র: y - 8 = (-7/3)(x - (-4)) → y = (-7/3)x - 4/3,10
সরলরেখার সমীকরণ,300,"(8, -4) এবং (-4, 8) বিন্দুদ্বয়ের মধ্য দিয়ে গমনকারী রেখার সমীকরণ কী?",y = -x + 4,y = -x - 4,y = x + 4,y = x - 4,A,"ঢাল m = (8 - (-4))/(-4 - 8) = -1, সমীকরণ: y - (-4) = -1(x - 8) → y = -x + 4",10
সরলরেখার সমীকরণ,301,"(0, 9) বিন্দু দিয়ে এবং ঢাল -5/4 হলে রেখার সমীকরণ কী?",y = (-5/4)x + 9,y = (-5/4)x - 9,y = (5/4)x + 9,y = (5/4)x - 9,A,ঢাল-বিন্দু সূত্র: y - 9 = (-5/4)(x - 0) → y = (-5/4)x + 9,10
